### LOVD-version 3000-180 ### Transcripts Quick Download format ### This file can not be imported ###
# charset=UTF-8
"{{chromosome}}"	"{{geneid}}"	"{{name}}"	"{{id_ncbi}}"	"{{id_protein_ncbi}}"
"9"	"SNORD62A"	"small nucleolar RNA, C/D box 62A"	"NR_002914.1"	""
"9"	"SNORD62B"	"small nucleolar RNA, C/D box 62B"	"NR_003050.1"	""
"5"	"SNORD63"	"small nucleolar RNA, C/D box 63"	"NR_002913.1"	""
"15"	"SNORD64"	"small nucleolar RNA, C/D box 64"	"NR_001294.1"	""
"17"	"SNORD65"	"small nucleolar RNA, C/D box 65"	"NR_003054.1"	""
"3"	"SNORD66"	"small nucleolar RNA, C/D box 66"	"NR_003055.1"	""
"11"	"SNORD67"	"small nucleolar RNA, C/D box 67"	"NR_003056.1"	""
"16"	"SNORD68"	"small nucleolar RNA, C/D box 68"	"NR_002450.1"	""
"3"	"SNORD69"	"small nucleolar RNA, C/D box 69"	"NR_003057.1"	""
"17"	"SNORD7"	"small nucleolar RNA, C/D box 7"	"NR_003037.1"	""
"2"	"SNORD70"	"small nucleolar RNA, C/D box 70"	"NR_003058.1"	""
"16"	"SNORD71"	"small nucleolar RNA, C/D box 71"	"NR_003059.1"	""
"5"	"SNORD72"	"small nucleolar RNA, C/D box 72"	"NR_002583.1"	""
"4"	"SNORD73A"	"small nucleolar RNA, C/D box 73A"	"NR_000007.1"	""
"1"	"SNORD74"	"small nucleolar RNA, C/D box 74"	"NR_002579.1"	""
"1"	"SNORD75"	"small nucleolar RNA, C/D box 75"	"NR_003941.1"	""
"1"	"SNORD76"	"small nucleolar RNA, C/D box 76"	"NR_003942.1"	""
"1"	"SNORD77"	"small nucleolar RNA, C/D box 77"	"NR_003943.1"	""
"1"	"SNORD78"	"small nucleolar RNA, C/D box 78"	"NR_003944.1"	""
"1"	"SNORD79"	"small nucleolar RNA, C/D box 79"	"NR_003939.1"	""
"14"	"SNORD8"	"small nucleolar RNA, C/D box 8"	"NR_002916.2"	""
"1"	"SNORD80"	"small nucleolar RNA, C/D box 80"	"NR_003940.1"	""
"1"	"SNORD81"	"small nucleolar RNA, C/D box 81"	"NR_003938.1"	""
"2"	"SNORD82"	"small nucleolar RNA, C/D box 82"	"NR_004398.1"	""
"22"	"SNORD83A"	"small nucleolar RNA, C/D box 83A"	"NR_000027.1"	""
"22"	"SNORD83B"	"small nucleolar RNA, C/D box 83B"	"NR_000028.1"	""
"6"	"SNORD84"	"small nucleolar RNA, C/D box 84"	"NR_003065.1"	""
"1"	"SNORD85"	"small nucleolar RNA, C/D box 85"	"NR_003066.1"	""
"20"	"SNORD86"	"small nucleolar RNA, C/D box 86"	"NR_004399.1"	""
"8"	"SNORD87"	"small nucleolar RNA, C/D box 87"	"NR_002598.1"	""
"19"	"SNORD88A"	"small nucleolar RNA, C/D box 88A"	"NR_003067.1"	""
"19"	"SNORD88B"	"small nucleolar RNA, C/D box 88B"	"NR_003068.1"	""
"19"	"SNORD88C"	"small nucleolar RNA, C/D box 88C"	"NR_003069.1"	""
"2"	"SNORD89"	"small nucleolar RNA, C/D box 89"	"NR_003070.1"	""
"14"	"SNORD9"	"small nucleolar RNA, C/D box 9"	"NR_003029.2"	""
"9"	"SNORD90"	"small nucleolar RNA, C/D box 90"	"NR_003071.1"	""
"17"	"SNORD91A"	"small nucleolar RNA, C/D box 91A"	"NR_003072.1"	""
"17"	"SNORD91B"	"small nucleolar RNA, C/D box 91B"	"NR_003073.1"	""
"2"	"SNORD92"	"small nucleolar RNA, C/D box 92"	"NR_003074.1"	""
"7"	"SNORD93"	"small nucleolar RNA, C/D box 93"	"NR_003075.1"	""
"2"	"SNORD94"	"small nucleolar RNA, C/D box 94"	"NR_004378.1"	""
"5"	"SNORD95"	"small nucleolar RNA, C/D box 95"	"NR_002591.1"	""
"5"	"SNORD96A"	"small nucleolar RNA, C/D box 96A"	"NR_002592.1"	""
"X"	"SNORD96B"	"small nucleolar RNA, C/D box 96B"	"NR_004379.1"	""
"11"	"SNORD97"	"small nucleolar RNA, C/D box 97"	"NR_004403.1"	""
"10"	"SNORD98"	"small nucleolar RNA, C/D box 98"	"NR_003076.1"	""
"1"	"SNORD99"	"small nucleolar RNA, C/D box 99"	"NR_003077.1"	""
"20"	"SNPH"	"syntaphilin"	"NM_014723.2"	"NP_055538.2"
"3"	"SNRK"	"transcript variant 1"	"NM_017719.4"	"NP_060189.3"
"3"	"SNRK-AS1"	"SNRK antisense RNA 1"	"NR_046757.1"	""
"2"	"SNRNP200"	"small nuclear ribonucleoprotein 200kDa (U5)"	"NM_014014.4"	"NP_054733.2"
"16"	"SNRNP25"	"small nuclear ribonucleoprotein 25kDa (U11/U12)"	"NM_024571.3"	"NP_078847.1"
"2"	"SNRNP27"	"transcript variant 1"	"NM_006857.2"	"NP_006848.1"
"12"	"SNRNP35"	"transcript variant 2"	"NM_022717.2"	"NP_073208.1"
"1"	"SNRNP40"	"small nuclear ribonucleoprotein 40kDa (U5)"	"NM_004814.2"	"NP_004805.2"
"6"	"SNRNP48"	"small nuclear ribonucleoprotein 48kDa (U11/U12)"	"NM_152551.3"	"NP_689764.3"
"19"	"SNRNP70"	"small nuclear ribonucleoprotein 70kDa (U1)"	"NM_003089.4"	"NP_003080.2"
"19"	"SNRPA"	"small nuclear ribonucleoprotein polypeptide A"	"NM_004596.4"	"NP_004587.1"
"15"	"SNRPA1"	"small nuclear ribonucleoprotein polypeptide A\'"	"NM_003090.2"	"NP_003081.2"
"20"	"SNRPB"	"transcript variant 1"	"NM_198216.1"	"NP_937859.1"
"20"	"SNRPB2"	"transcript variant 1"	"NM_003092.4"	"NP_003083.1"
"6"	"SNRPC"	"transcript variant 1"	"NM_003093.2"	"NP_003084.1"
"18"	"SNRPD1"	"small nuclear ribonucleoprotein D1 polypeptide 16kDa"	"NM_006938.2"	"NP_008869.1"
"19"	"SNRPD2"	"transcript variant 1"	"NM_004597.5"	"NP_004588.1"
"1"	"SNRPD2P2"	"small nuclear ribonucleoprotein D2 pseudogene 2"	"NR_033826.1"	""
"22"	"SNRPD3"	"small nuclear ribonucleoprotein D3 polypeptide 18kDa"	"NM_004175.3"	"NP_004166.1"
"1"	"SNRPE"	"small nuclear ribonucleoprotein polypeptide E"	"NM_003094.2"	"NP_003085.1"
"12"	"SNRPF"	"small nuclear ribonucleoprotein polypeptide F"	"NM_003095.2"	"NP_003086.1"
"2"	"SNRPG"	"small nuclear ribonucleoprotein polypeptide G"	"NM_003096.2"	"NP_003087.1"
"15"	"SNRPN"	"small nuclear ribonucleoprotein polypeptide N"	"NM_022807.2"	"NP_073718.1"
"20"	"SNTA1"	"syntrophin, alpha 1 (dystrophin-associated protein A1, 59kDa, acidic component)"	"NM_003098.2"	"NP_003089.1"
"8"	"SNTB1"	"syntrophin, beta 1 (dystrophin-associated protein A1, 59kDa, basic component 1)"	"NM_021021.3"	"NP_066301.1"
"16"	"SNTB2"	"syntrophin, beta 2 (dystrophin-associated protein A1, 59kDa, basic component 2)"	"NM_006750.3"	"NP_006741.1"
"8"	"SNTG1"	"syntrophin, gamma 1"	"NM_018967.2"	"NP_061840.1"
"2"	"SNTG2"	"syntrophin, gamma 2"	"NM_018968.3"	"NP_061841.2"
"3"	"SNTN"	"sentan, cilia apical structure protein"	"NM_001080537.1"	"NP_001074006.1"
"15"	"SNUPN"	"transcript variant 1"	"NM_005701.3"	"NP_005692.1"
"15"	"SNURF"	"transcript variant 1"	"NM_005678.3"	"NP_005669.2"
"14"	"SNW1"	"SNW domain containing 1"	"NM_012245.2"	"NP_036377.1"
"15"	"SNX1"	"transcript variant 1"	"NM_003099.4"	"NP_003090.2"
"7"	"SNX10"	"transcript variant 1"	"NM_001199835.1"	"NP_001186764.1"
"17"	"SNX11"	"transcript variant 2"	"NM_013323.2"	"NP_037455.2"
"X"	"SNX12"	"transcript variant 2"	"NM_013346.3"	"NP_037478.2"
"7"	"SNX13"	"sorting nexin 13"	"NM_015132.4"	"NP_055947.1"
"6"	"SNX14"	"transcript variant 1"	"NM_153816.3"	"NP_722523.1"
"11"	"SNX15"	"transcript variant A"	"NM_013306.4"	"NP_037438.2"
"8"	"SNX16"	"transcript variant 1"	"NM_022133.3"	"NP_071416.2"
"2"	"SNX17"	"transcript variant 1"	"NM_014748.3"	"NP_055563.1"
"5"	"SNX18"	"transcript variant 1"	"NM_001102575.1"	"NP_001096045.1"
"11"	"SNX19"	"sorting nexin 19"	"NM_014758.2"	"NP_055573.2"
"5"	"SNX2"	"sorting nexin 2"	"NM_003100.2"	"NP_003091.2"
"16"	"SNX20"	"transcript variant 2"	"NM_153337.2"	"NP_699168.1"
"20"	"SNX21"	"transcript variant 1"	"NM_033421.2"	"NP_219489.1"
"15"	"SNX22"	"sorting nexin 22"	"NM_024798.2"	"NP_079074.2"
"5"	"SNX24"	"sorting nexin 24"	"NM_014035.2"	"NP_054754.1"
"4"	"SNX25"	"sorting nexin 25"	"NM_031953.2"	"NP_114159.2"
"1"	"SNX27"	"sorting nexin family member 27"	"NM_030918.5"	"NP_112180.4"
"16"	"SNX29"	"sorting nexin 29"	"NM_032167.3"	"NP_115543.3"
"16"	"SNX29P1"	"sorting nexin 29 pseudogene 1"	"NR_045011.1"	""
"16"	"SNX29P2"	"sorting nexin 29 pseudogene 2"	"NR_002939.3"	""
"6"	"SNX3"	"transcript variant 1"	"NM_003795.4"	"NP_003786.1"
"9"	"SNX30"	"sorting nexin family member 30"	"NM_001012994.1"	"NP_001013012.1"
"8"	"SNX31"	"sorting nexin 31"	"NM_152628.3"	"NP_689841.3"
"11"	"SNX32"	"sorting nexin 32"	"NM_152760.2"	"NP_689973.2"
"15"	"SNX33"	"sorting nexin 33"	"NM_153271.1"	"NP_695003.1"
"3"	"SNX4"	"sorting nexin 4"	"NM_003794.2"	"NP_003785.1"
"20"	"SNX5"	"transcript variant 2"	"NM_014426.2"	"NP_055241.1"
"14"	"SNX6"	"transcript variant 2"	"NM_152233.2"	"NP_689419.2"
"1"	"SNX7"	"transcript variant 1"	"NM_015976.4"	"NP_057060.2"
"7"	"SNX8"	"sorting nexin 8"	"NM_013321.2"	"NP_037453.1"
"6"	"SNX9"	"sorting nexin 9"	"NM_016224.3"	"NP_057308.1"
"1"	"SOAT1"	"transcript variant 1"	"NM_003101.5"	"NP_003092.4"
"12"	"SOAT2"	"sterol O-acyltransferase 2"	"NM_003578.3"	"NP_003569.1"
"6"	"SOBP"	"sine oculis binding protein homolog (Drosophila)"	"NM_018013.3"	"NP_060483.3"
"16"	"SOCS1"	"suppressor of cytokine signaling 1"	"NM_003745.1"	"NP_003736.1"
"12"	"SOCS2"	"transcript variant 4"	"NM_001270469.1"	"NP_001257398.1"
"12"	"SOCS2-AS1"	"SOCS2 antisense RNA 1"	"NR_038263.1"	""
"17"	"SOCS3"	"suppressor of cytokine signaling 3"	"NM_003955.3"	"NP_003946.3"
"14"	"SOCS4"	"transcript variant 2"	"NM_080867.2"	"NP_543143.1"
"2"	"SOCS5"	"transcript variant 1"	"NM_014011.4"	"NP_054730.1"
"18"	"SOCS6"	"suppressor of cytokine signaling 6"	"NM_004232.3"	"NP_004223.2"
"17"	"SOCS7"	"suppressor of cytokine signaling 7"	"NM_014598.2"	"NP_055413.1"
"21"	"SOD1"	"superoxide dismutase 1, soluble"	"NM_000454.4"	"NP_000445.1"
"6"	"SOD2"	"transcript variant 1"	"NM_000636.2"	"NP_000627.2"
"4"	"SOD3"	"superoxide dismutase 3, extracellular"	"NM_003102.2"	"NP_003093.2"
"20"	"SOGA1"	"transcript variant 2"	"NM_199181.2"	"NP_954650.2"
"9"	"SOHLH1"	"transcript variant 2"	"NM_001012415.2"	"NP_001012415.2"
"13"	"SOHLH2"	"spermatogenesis and oogenesis specific basic helix-loop-helix 2"	"NM_017826.2"	"NP_060296.2"
"16"	"SOLH"	"small optic lobes homolog (Drosophila)"	"NM_005632.2"	"NP_005623.1"
"21"	"SON"	"transcript variant f"	"NM_138927.1"	"NP_620305.1"
"10"	"SORBS1"	"transcript variant 3"	"NM_001034954.1"	"NP_001030126.1"
"4"	"SORBS2"	"transcript variant 1"	"NM_003603.5"	"NP_003594.3"
"8"	"SORBS3"	"transcript variant 1"	"NM_005775.4"	"NP_005766.3"
"10"	"SORCS1"	"transcript variant 1"	"NM_052918.4"	"NP_443150.3"
"4"	"SORCS2"	"sortilin-related VPS10 domain containing receptor 2"	"NM_020777.2"	"NP_065828.2"
"10"	"SORCS3"	"sortilin-related VPS10 domain containing receptor 3"	"NM_014978.1"	"NP_055793.1"
"15"	"SORD"	"transcript variant 1"	"NM_003104.5"	"NP_003095.2"
"11"	"SORL1"	"sortilin-related receptor, L(DLR class) A repeats containing"	"NM_003105.5"	"NP_003096.1"
"1"	"SORT1"	"transcript variant 1"	"NM_002959.5"	"NP_002950.3"
"2"	"SOS1"	"son of sevenless homolog 1 (Drosophila)"	"NM_005633.3"	"NP_005624.2"
"14"	"SOS2"	"son of sevenless homolog 2 (Drosophila)"	"NM_006939.2"	"NP_008870.2"
"17"	"SOST"	"sclerostin"	"NM_025237.2"	"NP_079513.1"
"7"	"SOSTDC1"	"sclerostin domain containing 1"	"NM_015464.2"	"NP_056279.1"
"4"	"SOWAHB"	"sosondowah ankyrin repeat domain family member B"	"NM_001029870.1"	"NP_001025041.1"
"2"	"SOWAHC"	"sosondowah ankyrin repeat domain family member C"	"NM_023016.3"	"NP_075392.2"
"X"	"SOWAHD"	"sosondowah ankyrin repeat domain family member D"	"NM_001105576.2"	"NP_001099046.1"
"13"	"SOX1"	"SRY (sex determining region Y)-box 1"	"NM_005986.2"	"NP_005977.2"
"22"	"SOX10"	"SRY (sex determining region Y)-box 10"	"NM_006941.3"	"NP_008872.1"
"2"	"SOX11"	"SRY (sex determining region Y)-box 11"	"NM_003108.3"	"NP_003099.1"
"20"	"SOX12"	"SRY (sex determining region Y)-box 12"	"NM_006943.2"	"NP_008874.2"
"1"	"SOX13"	"SRY (sex determining region Y)-box 13"	"NM_005686.2"	"NP_005677.2"
"3"	"SOX14"	"SRY (sex determining region Y)-box 14"	"NM_004189.3"	"NP_004180.1"
"17"	"SOX15"	"SRY (sex determining region Y)-box 15"	"NM_006942.1"	"NP_008873.1"
"8"	"SOX17"	"SRY (sex determining region Y)-box 17"	"NM_022454.3"	"NP_071899.1"
"20"	"SOX18"	"SRY (sex determining region Y)-box 18"	"NM_018419.2"	"NP_060889.1"
"3"	"SOX2"	"SRY (sex determining region Y)-box 2"	"NM_003106.3"	"NP_003097.1"
"3"	"SOX2-OT"	"SOX2 overlapping transcript (non-protein coding)"	"NR_004053.2"	""
"13"	"SOX21"	"SRY (sex determining region Y)-box 21"	"NM_007084.2"	"NP_009015.1"
"X"	"SOX3"	"SRY (sex determining region Y)-box 3"	"NM_005634.2"	"NP_005625.2"
"5"	"SOX30"	"transcript variant 2"	"NM_007017.2"	"NP_008948.1"
"6"	"SOX4"	"SRY (sex determining region Y)-box 4"	"NM_003107.2"	"NP_003098.1"
"12"	"SOX5"	"transcript variant 1"	"NM_006940.4"	"NP_008871.3"
"11"	"SOX6"	"transcript variant 2"	"NM_033326.3"	"NP_201583.2"
"8"	"SOX7"	"SRY (sex determining region Y)-box 7"	"NM_031439.2"	"NP_113627.1"
"16"	"SOX8"	"SRY (sex determining region Y)-box 8"	"NM_014587.3"	"NP_055402.2"
"17"	"SOX9"	"SRY (sex determining region Y)-box 9"	"NM_000346.3"	"NP_000337.1"
"12"	"SP1"	"transcript variant 1"	"NM_138473.2"	"NP_612482.2"
"2"	"SP100"	"transcript variant 2"	"NM_003113.3"	"NP_003104.2"
"2"	"SP110"	"transcript variant c"	"NM_080424.2"	"NP_536349.2"
"2"	"SP140"	"transcript variant 1"	"NM_007237.4"	"NP_009168.4"
"2"	"SP140L"	"SP140 nuclear body protein-like"	"NM_138402.4"	"NP_612411.4"
"17"	"SP2"	"Sp2 transcription factor"	"NM_003110.5"	"NP_003101.3"
"2"	"SP3"	"transcript variant 1"	"NM_003111.4"	"NP_003102.1"
"7"	"SP4"	"Sp4 transcription factor"	"NM_003112.3"	"NP_003103.2"
"2"	"SP5"	"Sp5 transcription factor"	"NM_001003845.2"	"NP_001003845.1"
"17"	"SP6"	"Sp6 transcription factor"	"NM_199262.2"	"NP_954871.1"
"12"	"SP7"	"transcript variant 1"	"NM_001173467.1"	"NP_001166938.1"
"7"	"SP8"	"transcript variant 1"	"NM_182700.4"	"NP_874359.2"
"2"	"SP9"	"Sp9 transcription factor homolog (mouse)"	"NM_001145250.1"	"NP_001138722.1"
"11"	"SPA17"	"sperm autoantigenic protein 17"	"NM_017425.3"	"NP_059121.1"
"6"	"SPACA1"	"sperm acrosome associated 1"	"NM_030960.2"	"NP_112222.1"
"17"	"SPACA3"	"sperm acrosome associated 3"	"NM_173847.3"	"NP_776246.1"
"19"	"SPACA4"	"sperm acrosome associated 4"	"NM_133498.2"	"NP_598005.1"
"X"	"SPACA5"	"sperm acrosome associated 5"	"NM_205856.2"	"NP_995328.2"
"X"	"SPACA5B"	"sperm acrosome associated 5B"	"NM_001079900.1"	"NP_001073369.1"
"13"	"SPACA7"	"sperm acrosome associated 7"	"NM_145248.4"	"NP_660291.2"
"8"	"SPAG1"	"transcript variant 2"	"NM_172218.2"	"NP_757367.1"
"8"	"SPAG11A"	"sperm associated antigen 11A"	"NM_001081552.2"	"NP_001075021.2"
"8"	"SPAG11B"	"transcript variant H"	"NM_058202.2"	"NP_478109.1"
"2"	"SPAG16"	"transcript variant 1"	"NM_024532.4"	"NP_078808.3"
"1"	"SPAG17"	"sperm associated antigen 17"	"NM_206996.2"	"NP_996879.1"
"20"	"SPAG4"	"sperm associated antigen 4"	"NM_003116.1"	"NP_003107.1"
"17"	"SPAG5"	"sperm associated antigen 5"	"NM_006461.3"	"NP_006452.3"
"17"	"SPAG5-AS1"	"SPAG5 antisense RNA 1"	"NR_040012.1"	""
"10"	"SPAG6"	"transcript variant 3"	"NM_001253854.1"	"NP_001240783.1"
"17"	"SPAG7"	"sperm associated antigen 7"	"NM_004890.2"	"NP_004881.2"
"9"	"SPAG8"	"transcript variant 1"	"NM_001039592.1"	"NP_001034681.1"
"17"	"SPAG9"	"transcript variant 3"	"NM_003971.5"	"NP_003962.3"
"7"	"SPAM1"	"transcript variant 3"	"NM_001174044.1"	"NP_001167515.1"
"X"	"SPANXA1"	"sperm protein associated with the nucleus, X-linked, family member A1"	"NM_013453.2"	"NP_038481.2"
"X"	"SPANXA2"	"SPANX family, member A2"	"NM_145662.2"	"NP_663695.1"
"X"	"SPANXA2-OT1"	"SPANXA2 overlapping transcript 1 (non-protein coding)"	"NR_037183.1"	""
"X"	"SPANXB1"	"SPANX family, member B1"	"NM_032461.2"	"NP_115850.1"
"X"	"SPANXB2"	"SPANX family, member B2"	"NM_145664.1"	"NP_663697.1"
"X"	"SPANXC"	"SPANX family, member C"	"NM_022661.2"	"NP_073152.1"
"X"	"SPANXD"	"SPANX family, member D"	"NM_032417.2"	"NP_115793.1"
"X"	"SPANXN1"	"SPANX family, member N1"	"NM_001009614.2"	"NP_001009614.1"
"X"	"SPANXN2"	"SPANX family, member N2"	"NM_001009615.1"	"NP_001009615.1"
"X"	"SPANXN3"	"SPANX family, member N3"	"NM_001009609.2"	"NP_001009609.1"
"X"	"SPANXN4"	"SPANX family, member N4"	"NM_001009613.2"	"NP_001009613.1"
"X"	"SPANXN5"	"SPANX family, member N5"	"NM_001009616.2"	"NP_001009616.1"
"5"	"SPARC"	"secreted protein, acidic, cysteine-rich (osteonectin)"	"NM_003118.3"	"NP_003109.1"
"4"	"SPARCL1"	"transcript variant 1"	"NM_001128310.1"	"NP_001121782.1"
"2"	"SPAST"	"transcript variant 2"	"NM_199436.1"	"NP_955468.1"
"1"	"SPATA1"	"spermatogenesis associated 1"	"XM_003118960.3"	"XP_003119008.3"
"3"	"SPATA12"	"spermatogenesis associated 12"	"NM_181727.1"	"NP_859078.1"
"13"	"SPATA13"	"transcript variant 2"	"NM_153023.2"	"NP_694568.1"
"13"	"SPATA13-AS1"	"SPATA13 antisense RNA 1"	"NR_046531.1"	""
"3"	"SPATA16"	"spermatogenesis associated 16"	"NM_031955.5"	"NP_114161.3"
"1"	"SPATA17"	"spermatogenesis associated 17"	"NM_138796.2"	"NP_620151.1"
"4"	"SPATA18"	"spermatogenesis associated 18 homolog (rat)"	"NM_145263.2"	"NP_660306.1"
"11"	"SPATA19"	"spermatogenesis associated 19"	"NM_174927.1"	"NP_777587.1"
"20"	"SPATA2"	"transcript variant 1"	"NM_006038.3"	"NP_006029.1"
"17"	"SPATA20"	"transcript variant 1"	"NM_022827.3"	"NP_073738.2"
"1"	"SPATA21"	"spermatogenesis associated 21"	"NM_198546.1"	"NP_940948.1"
"17"	"SPATA22"	"transcript variant 2"	"NM_032598.4"	"NP_115987.2"
"5"	"SPATA24"	"spermatogenesis associated 24"	"NM_194296.1"	"NP_919272.1"
"20"	"SPATA25"	"spermatogenesis associated 25"	"NM_080608.3"	"NP_542175.1"
"16"	"SPATA2L"	"spermatogenesis associated 2-like"	"NM_152339.3"	"NP_689552.2"
"2"	"SPATA3"	"spermatogenesis associated 3"	"NM_139073.3"	"NP_620712.2"
"9"	"SPATA31A1"	"SPATA31 subfamily A, member 1"	"NM_001085452.1"	"NP_001078921.1"
"9"	"SPATA31A2"	"SPATA31 subfamily A, member 2"	"NM_001040065.1"	"NP_001035154.1"
"9"	"SPATA31A3"	"SPATA31 subfamily A, member 3"	"NM_001083124.1"	"NP_001076593.1"
"9"	"SPATA31A4"	"SPATA31 subfamily A, member 4"	"NM_001242613.1"	"NP_001229542.1"
"9"	"SPATA31A5"	"SPATA31 subfamily A, member 5"	"NM_001113541.1"	"NP_001107013.1"
"9"	"SPATA31A6"	"SPATA31 subfamily A, member 6"	"NM_001145196.1"	"NP_001138668.1"
"9"	"SPATA31A7"	"SPATA31 subfamily A, member 7"	"NM_015667.2"	"NP_056482.2"
"9"	"SPATA31C2"	"SPATA31 subfamily C, member 2"	"NM_001166137.1"	"NP_001159609.1"
"9"	"SPATA31D1"	"SPATA31 subfamily D, member 1"	"NM_001001670.2"	"NP_001001670.1"
"9"	"SPATA31D3"	"SPATA31 subfamily D, member 3"	"NM_207416.2"	"NP_997299.2"
"9"	"SPATA31D4"	"SPATA31 subfamily D, member 4"	"NM_001145197.1"	"NP_001138669.1"
"9"	"SPATA31D5P"	"SPATA31 subfamily D, member 5, pseudogene"	"NR_026851.1"	""
"4"	"SPATA4"	"spermatogenesis associated 4"	"NM_144644.2"	"NP_653245.2"
"4"	"SPATA5"	"spermatogenesis associated 5"	"NM_145207.2"	"NP_660208.2"
"15"	"SPATA5L1"	"transcript variant 1"	"NM_024063.2"	"NP_076968.2"
"1"	"SPATA6"	"spermatogenesis associated 6"	"NM_019073.2"	"NP_061946.1"
"9"	"SPATA6L"	"spermatogenesis associated 6-like"	"NM_001039395.3"	"NP_001034484.3"
"14"	"SPATA7"	"transcript variant 1"	"NM_018418.4"	"NP_060888.2"
"15"	"SPATA8"	"spermatogenesis associated 8"	"NM_173499.3"	"NP_775770.1"
"5"	"SPATA9"	"spermatogenesis associated 9"	"NM_031952.3"	"NP_114158.2"
"8"	"SPATC1"	"transcript variant 1"	"NM_198572.2"	"NP_940974.2"
"6"	"SPATS1"	"spermatogenesis associated, serine-rich 1"	"NM_145026.3"	"NP_659463.1"
"12"	"SPATS2"	"spermatogenesis associated, serine-rich 2"	"NM_023071.3"	"NP_075559.2"
"2"	"SPATS2L"	"transcript variant 1"	"NM_015535.2"	"NP_056350.2"
"19"	"SPC24"	"SPC24, NDC80 kinetochore complex component, homolog (S. cerevisiae)"	"NM_182513.2"	"NP_872319.1"
"2"	"SPC25"	"SPC25, NDC80 kinetochore complex component, homolog (S. cerevisiae)"	"NM_020675.3"	"NP_065726.1"
"3"	"SPCS1"	"signal peptidase complex subunit 1 homolog (S. cerevisiae)"	"NM_014041.3"	"NP_054760.3"
"11"	"SPCS2"	"signal peptidase complex subunit 2 homolog (S. cerevisiae)"	"NM_014752.2"	"NP_055567.2"
"4"	"SPCS3"	"signal peptidase complex subunit 3 homolog (S. cerevisiae)"	"NM_021928.3"	"NP_068747.1"
"6"	"SPDEF"	"transcript variant 1"	"NM_012391.2"	"NP_036523.1"
"5"	"SPDL1"	"spindle apparatus coiled-coil protein 1"	"NM_017785.4"	"NP_060255.3"
"2"	"SPDYA"	"transcript variant 1"	"NM_182756.3"	"NP_877433.2"
"11"	"SPDYC"	"speedy homolog C (Xenopus laevis)"	"NM_001008778.1"	"NP_001008778.1"
"7"	"SPDYE1"	"speedy homolog E1 (Xenopus laevis)"	"NM_175064.2"	"NP_778234.2"
"7"	"SPDYE2"	"speedy homolog E2 (Xenopus laevis)"	"NM_001031618.3"	"NP_001026789.2"
"7"	"SPDYE3"	"speedy homolog E3 (Xenopus laevis)"	"NM_001004351.4"	"NP_001004351.3"
"17"	"SPDYE4"	"speedy homolog E4 (Xenopus laevis)"	"NM_001128076.1"	"NP_001121548.1"
"7"	"SPDYE5"	"speedy homolog E5 (Xenopus laevis)"	"NM_001099435.2"	"NP_001092905.2"
"7"	"SPDYE6"	"speedy homolog E6 (Xenopus laevis)"	"NM_001146210.1"	"NP_001139682.1"
"7"	"SPDYE7P"	"speedy homolog E7 (Xenopus laevis), pseudogene"	"NR_003666.1"	""
"7"	"SPDYE8P"	"speedy homolog E8 (Xenopus laevis), pseudogene"	"NR_003664.2"	""
"17"	"SPECC1"	"transcript variant 3"	"NM_152904.4"	"NP_690868.3"
"22"	"SPECC1L"	"transcript variant 1"	"NM_015330.3"	"NP_056145.3"
"20"	"SPEF1"	"sperm flagellar 1"	"NM_015417.4"	"NP_056232.2"
"5"	"SPEF2"	"transcript variant 2"	"NM_144722.3"	"NP_653323.1"
"2"	"SPEG"	"transcript variant 1"	"NM_005876.4"	"NP_005867.3"
"17"	"SPEM1"	"spermatid maturation 1"	"NM_199339.2"	"NP_955371.2"
"1"	"SPEN"	"spen homolog, transcriptional regulator (Drosophila)"	"NM_015001.2"	"NP_055816.2"
"13"	"SPERT"	"spermatid associated"	"NM_152719.1"	"NP_689932.1"
"15"	"SPESP1"	"sperm equatorial segment protein 1"	"NM_145658.3"	"NP_663633.1"
"15"	"SPG11"	"transcript variant 2"	"NM_001160227.1"	"NP_001153699.1"
"13"	"SPG20"	"transcript variant 4"	"NM_001142294.1"	"NP_001135766.1"
"15"	"SPG21"	"transcript variant 1"	"NM_016630.3"	"NP_057714.1"
"16"	"SPG7"	"transcript variant 1"	"NM_003119.2"	"NP_003110.1"
"1"	"SPHAR"	"S-phase response (cyclin related)"	"NM_006542.3"	"NP_006533.1"
"17"	"SPHK1"	"transcript variant 2"	"NM_182965.2"	"NP_892010.2"
"19"	"SPHK2"	"transcript variant 2"	"NM_001204158.2"	"NP_001191087.1"
"2"	"SPHKAP"	"transcript variant 2"	"NM_030623.3"	"NP_085126.2"
"11"	"SPI1"	"transcript variant 2"	"NM_003120.2"	"NP_003111.2"
"19"	"SPIB"	"transcript variant 1"	"NM_003121.4"	"NP_003112.2"
"12"	"SPIC"	"Spi-C transcription factor (Spi-1/PU.1 related)"	"NM_152323.1"	"NP_689536.1"
"3"	"SPICE1"	"spindle and centriole associated protein 1"	"NM_144718.3"	"NP_653319.1"
"9"	"SPIN1"	"spindlin 1"	"NM_006717.2"	"NP_006708.2"
"X"	"SPIN2A"	"spindlin family, member 2A"	"NM_019003.3"	"NP_061876.3"
"X"	"SPIN2B"	"transcript variant 1"	"NM_001006681.1"	"NP_001006682.1"
"X"	"SPIN3"	"transcript variant 1"	"NM_001010862.2"	"NP_001010862.2"
